amfi_code,date,nav
119551,2022-12-22,62909.0
119551,2022-12-23,621037.0
119551,2022-12-26,61871.0
119551,2022-12-27,625984.0
119551,2022-12-28,622411.0
119551,2022-12-29,625174.0
119551,2022-12-30,629784.0
119551,2023-01-02,624979.0
119551,2023-01-03,624974.0
119551,2023-01-04,607675.0
119551,2023-01-05,602521.0
119551,2023-01-06,60149.0
119551,2023-01-09,595214.0
119551,2023-01-10,604157.0
119551,2023-01-11,596893.0
119551,2023-01-12,594887.0
119551,2023-01-13,595881.0
119551,2023-01-16,603815.0
119551,2023-01-17,596525.0
119551,2023-01-18,602986.0
119551,2023-01-19,603352.0
119551,2023-01-20,598461.0
119551,2023-01-23,601215.0
119551,2023-01-24,602582.0
119551,2023-01-25,59971.0
119551,2023-01-26,600389.0
119551,2023-01-27,598661.0
119551,2023-01-30,599569.0
119551,2023-01-31,603392.0
119551,2023-02-01,612207.0
119551,2023-02-02,605873.0
119551,2023-02-03,617697.0
119551,2023-02-06,607467.0
119551,2023-02-07,606967.0
119551,2023-02-08,610439.0
119551,2023-02-09,61227.0
119551,2023-02-10,609231.0
119551,2023-02-13,608427.0
119551,2023-02-14,60.61
119551,2023-02-15,603269.0
119551,2023-02-16,60812.0
119551,2023-02-17,610353.0
119551,2023-02-20,606947.0
119551,2023-02-21,612097.0
119551,2023-02-22,614075.0
119551,2023-02-23,618812.0
119551,2023-02-24,622579.0
119551,2023-02-27,618363.0
119551,2023-02-28,615633.0
119551,2023-03-01,620024.0
119551,2023-03-02,623692.0
119551,2023-03-03,623899.0
119551,2023-03-06,624867.0
119551,2023-03-07,632274.0
119551,2023-03-08,629308.0
119551,2023-03-09,632678.0
119551,2023-03-10,631877.0
119551,2023-03-13,63099.0
119551,2023-03-14,637463.0
119551,2023-03-15,642452.0
119551,2023-03-16,647412.0
119551,2023-03-17,655247.0
119551,2023-03-20,655706.0
119551,2023-03-21,660002.0
119551,2023-03-22,658538.0
119551,2023-03-23,660764.0
119551,2023-03-24,660347.0
119551,2023-03-27,661253.0
119551,2023-03-28,665076.0
119551,2023-03-29,660635.0
119551,2023-03-30,673286.0
119551,2023-03-31,667683.0
119551,2023-04-03,660912.0
119551,2023-04-04,668042.0
119551,2023-04-05,673069.0
119551,2023-04-06,677134.0
119551,2023-04-07,681248.0
119551,2023-04-10,681526.0
119551,2023-04-11,676503.0
119551,2023-04-12,677305.0
119551,2023-04-13,673619.0
119551,2023-04-14,679788.0
119551,2023-04-17,679257.0
119551,2023-04-18,674678.0
119551,2023-04-19,673115.0
119551,2023-04-20,67592.0
119551,2023-04-21,672915.0
119551,2023-04-24,668398.0
119551,2023-04-25,670181.0
119551,2023-04-26,671977.0
119551,2023-04-27,669325.0
119551,2023-04-28,666894.0
119551,2023-05-01,668605.0
119551,2023-05-02,660461.0
119551,2023-05-03,65265.0
119551,2023-05-04,648863.0
119551,2023-05-05,647977.0
119551,2023-05-08,650091.0
119551,2023-05-09,658945.0
119551,2023-05-10,664291.0
119551,2023-05-11,663697.0
119551,2023-05-12,663928.0
119551,2023-05-15,658423.0
119551,2023-05-16,658655.0
119551,2023-05-17,65732.0
119551,2023-05-18,659533.0
119551,2023-05-19,655077.0
119551,2023-05-22,658424.0
119551,2023-05-23,667729.0
119551,2023-05-24,667433.0
119551,2023-05-25,670147.0
119551,2023-05-26,674587.0
119551,2023-05-29,672551.0
119551,2023-05-30,674229.0
119551,2023-05-31,674652.0
119551,2023-06-01,675582.0
119551,2023-06-02,671338.0
119551,2023-06-05,671829.0
119551,2023-06-06,675135.0
119551,2023-06-07,684183.0
119551,2023-06-08,690352.0
119551,2023-06-09,70395.0
119551,2023-06-12,699563.0
119551,2023-06-13,705329.0
119551,2023-06-14,706835.0
119551,2023-06-15,72099.0
119551,2023-06-16,716238.0
119551,2023-06-19,71132.0
119551,2023-06-20,707935.0
119551,2023-06-21,695157.0
119551,2023-06-22,692298.0
119551,2023-06-23,688034.0
119551,2023-06-26,689302.0
119551,2023-06-27,69174.0
119551,2023-06-28,703644.0
119551,2023-06-29,709932.0
119551,2023-06-30,706694.0
119551,2023-07-03,701479.0
119551,2023-07-04,704892.0
119551,2023-07-05,697092.0
119551,2023-07-06,708808.0
119551,2023-07-07,716589.0
119551,2023-07-10,713998.0
119551,2023-07-11,703655.0
119551,2023-07-12,712474.0
119551,2023-07-13,712122.0
119551,2023-07-14,72031.0
119551,2023-07-17,710619.0
119551,2023-07-18,707237.0
119551,2023-07-19,707635.0
119551,2023-07-20,708294.0
119551,2023-07-21,705852.0
119551,2023-07-24,710106.0
119551,2023-07-25,703814.0
119551,2023-07-26,703294.0
119551,2023-07-27,704404.0
119551,2023-07-28,707972.0
119551,2023-07-31,712797.0
119551,2023-08-01,706126.0
119551,2023-08-02,696996.0
119551,2023-08-03,705258.0
119551,2023-08-04,707693.0
119551,2023-08-07,70.34
119551,2023-08-08,713456.0
119551,2023-08-09,714553.0
119551,2023-08-10,722396.0
119551,2023-08-11,723199.0
119551,2023-08-14,736843.0
119551,2023-08-15,748724.0
119551,2023-08-16,747468.0
119551,2023-08-17,754289.0
119551,2023-08-18,758986.0
119551,2023-08-21,768599.0
119551,2023-08-22,762479.0
119551,2023-08-23,767502.0
119551,2023-08-24,77.51
119551,2023-08-25,763564.0
119551,2023-08-28,756027.0
119551,2023-08-29,742935.0
119551,2023-08-30,741555.0
119551,2023-08-31,746647.0
119551,2023-09-01,756996.0
119551,2023-09-04,757882.0
119551,2023-09-05,769243.0
119551,2023-09-06,760329.0
119551,2023-09-07,749379.0
119551,2023-09-08,749398.0
119551,2023-09-11,752329.0
119551,2023-09-12,75.25
119551,2023-09-13,739285.0
119551,2023-09-14,739086.0
119551,2023-09-15,731009.0
119551,2023-09-18,735718.0
119551,2023-09-19,738482.0
119551,2023-09-20,732764.0
119551,2023-09-21,729827.0
119551,2023-09-22,723414.0
119551,2023-09-25,723387.0
119551,2023-09-26,729883.0
119551,2023-09-27,723939.0
119551,2023-09-28,727539.0
119551,2023-09-29,724519.0
119551,2023-10-02,719841.0
119551,2023-10-03,719533.0
119551,2023-10-04,713362.0
119551,2023-10-05,710253.0
119551,2023-10-06,703152.0
119551,2023-10-09,715811.0
119551,2023-10-10,716403.0
119551,2023-10-11,712363.0
119551,2023-10-12,714077.0
119551,2023-10-13,713738.0
119551,2023-10-16,712716.0
119551,2023-10-17,716957.0
119551,2023-10-18,722135.0
119551,2023-10-19,719135.0
119551,2023-10-20,715862.0
119551,2023-10-23,714496.0
119551,2023-10-24,700498.0
119551,2023-10-25,691557.0
119551,2023-10-26,700305.0
119551,2023-10-27,710905.0
119551,2023-10-30,709712.0
119551,2023-10-31,713698.0
119551,2023-11-01,716029.0
119551,2023-11-02,736117.0
119551,2023-11-03,743805.0
119551,2023-11-06,74335.0
119551,2023-11-07,737492.0
119551,2023-11-08,727492.0
119551,2023-11-09,729175.0
119551,2023-11-10,724701.0
119551,2023-11-13,716037.0
119551,2023-11-14,712333.0
119551,2023-11-15,705935.0
119551,2023-11-16,716887.0
119551,2023-11-17,722856.0
119551,2023-11-20,723178.0
119551,2023-11-21,733057.0
119551,2023-11-22,733935.0
119551,2023-11-23,728758.0
119551,2023-11-24,738994.0
119551,2023-11-27,742898.0
119551,2023-11-28,736513.0
119551,2023-11-29,735657.0
119551,2023-11-30,730374.0
119551,2023-12-01,721894.0
119551,2023-12-04,72819.0
119551,2023-12-05,740938.0
119551,2023-12-06,732233.0
119551,2023-12-07,736258.0
119551,2023-12-08,732423.0
119551,2023-12-11,729659.0
119551,2023-12-12,726232.0
119551,2023-12-13,721091.0
119551,2023-12-14,721772.0
119551,2023-12-15,716871.0
119551,2023-12-18,718954.0
119551,2023-12-19,719007.0
119551,2023-12-20,717863.0
119551,2023-12-21,712508.0
119551,2023-12-22,709259.0
119551,2023-12-25,714368.0
119551,2023-12-26,717901.0
119551,2023-12-27,712106.0
119551,2023-12-28,713097.0
119551,2023-12-29,718209.0
119551,2024-01-01,708078.0
119551,2024-01-02,711846.0
119551,2024-01-03,708063.0
119551,2024-01-04,712003.0
119551,2024-01-05,707591.0
119551,2024-01-08,696776.0
119551,2024-01-09,687201.0
119551,2024-01-10,687847.0
119551,2024-01-11,68978.0
119551,2024-01-12,684654.0
119551,2024-01-15,688876.0
119551,2024-01-16,679206.0
119551,2024-01-17,67916.0
119551,2024-01-18,672292.0
119551,2024-01-19,668783.0
119551,2024-01-22,669408.0
119551,2024-01-23,664691.0
119551,2024-01-24,662782.0
119551,2024-01-25,669035.0
119551,2024-01-26,665983.0
119551,2024-01-29,671256.0
119551,2024-01-30,664945.0
119551,2024-01-31,668403.0
119551,2024-02-01,677305.0
119551,2024-02-02,663043.0
119551,2024-02-05,658739.0
119551,2024-02-06,662442.0
119551,2024-02-07,661598.0
119551,2024-02-08,664109.0
119551,2024-02-09,660922.0
119551,2024-02-12,661768.0
119551,2024-02-13,661201.0
119551,2024-02-14,668391.0
119551,2024-02-15,670238.0
119551,2024-02-16,672583.0
119551,2024-02-19,67049.0
119551,2024-02-20,667958.0
119551,2024-02-21,665758.0
119551,2024-02-22,668423.0
119551,2024-02-23,666289.0
119551,2024-02-26,668339.0
119551,2024-02-27,681035.0
119551,2024-02-28,686642.0
119551,2024-02-29,685024.0
119551,2024-03-01,692677.0
119551,2024-03-04,690544.0
119551,2024-03-05,678593.0
119551,2024-03-06,672934.0
119551,2024-03-07,662264.0
119551,2024-03-08,660554.0
119551,2024-03-11,661003.0
119551,2024-03-12,671194.0
119551,2024-03-13,67348.0
119551,2024-03-14,672526.0
119551,2024-03-15,677813.0
119551,2024-03-18,665067.0
119551,2024-03-19,666794.0
119551,2024-03-20,671689.0
119551,2024-03-21,663329.0
119551,2024-03-22,67.04
119551,2024-03-25,672751.0
119551,2024-03-26,670637.0
119551,2024-03-27,674738.0
119551,2024-03-28,688742.0
119551,2024-03-29,690203.0
119551,2024-04-01,692073.0
119551,2024-04-02,689631.0
119551,2024-04-03,684834.0
119551,2024-04-04,690224.0
119551,2024-04-05,685386.0
119551,2024-04-08,686172.0
119551,2024-04-09,68364.0
119551,2024-04-10,686889.0
119551,2024-04-11,689268.0
119551,2024-04-12,695963.0
119551,2024-04-15,693197.0
119551,2024-04-16,691906.0
119551,2024-04-17,686314.0
119551,2024-04-18,683982.0
119551,2024-04-19,686616.0
119551,2024-04-22,691572.0
119551,2024-04-23,686324.0
119551,2024-04-24,691965.0
119551,2024-04-25,700649.0
119551,2024-04-26,703571.0
119551,2024-04-29,715683.0
119551,2024-04-30,711182.0
119551,2024-05-01,703781.0
119551,2024-05-02,693185.0
119551,2024-05-03,702754.0
119551,2024-05-06,707186.0
119551,2024-05-07,707204.0
119551,2024-05-08,709318.0
119551,2024-05-09,702674.0
119551,2024-05-10,718366.0
119551,2024-05-13,719556.0
119551,2024-05-14,720622.0
119551,2024-05-15,725624.0
119551,2024-05-16,729085.0
119551,2024-05-17,730902.0
119551,2024-05-20,726199.0
119551,2024-05-21,729601.0
119551,2024-05-22,742195.0
119551,2024-05-23,751442.0
119551,2024-05-24,762468.0
119551,2024-05-27,759429.0
119551,2024-05-28,753219.0
119551,2024-05-29,752772.0
119551,2024-05-30,753531.0
119551,2024-05-31,76123.0
119551,2024-06-03,750339.0
119551,2024-06-04,760922.0
119551,2024-06-05,760254.0
119551,2024-06-06,757788.0
119551,2024-06-07,751442.0
119551,2024-06-10,740937.0
119551,2024-06-11,74672.0
119551,2024-06-12,747589.0
119551,2024-06-13,739514.0
119551,2024-06-14,731493.0
119551,2024-06-17,729706.0
119551,2024-06-18,740908.0
119551,2024-06-19,739595.0
119551,2024-06-20,730232.0
119551,2024-06-21,729027.0
119551,2024-06-24,727651.0
119551,2024-06-25,710916.0
119551,2024-06-26,710942.0
119551,2024-06-27,709862.0
119551,2024-06-28,714602.0
119551,2024-07-01,726725.0
119551,2024-07-02,73436.0
119551,2024-07-03,732998.0
119551,2024-07-04,726255.0
119551,2024-07-05,743309.0
119551,2024-07-08,744081.0
119551,2024-07-09,744556.0
119551,2024-07-10,744782.0
119551,2024-07-11,746469.0
119551,2024-07-12,745904.0
119551,2024-07-15,742523.0
119551,2024-07-16,739332.0
119551,2024-07-17,73.95
119551,2024-07-18,736344.0
119551,2024-07-19,732107.0
119551,2024-07-22,733172.0
119551,2024-07-23,731903.0
119551,2024-07-24,742058.0
119551,2024-07-25,725285.0
119551,2024-07-26,732678.0
119551,2024-07-29,741156.0
119551,2024-07-30,728103.0
119551,2024-07-31,72628.0
119551,2024-08-01,724278.0
119551,2024-08-02,715712.0
119551,2024-08-05,711186.0
119551,2024-08-06,704618.0
119551,2024-08-07,715961.0
119551,2024-08-08,722266.0
119551,2024-08-09,730788.0
119551,2024-08-12,735833.0
119551,2024-08-13,728919.0
119551,2024-08-14,725929.0
119551,2024-08-15,729445.0
119551,2024-08-16,721998.0
119551,2024-08-19,726927.0
119551,2024-08-20,725762.0
119551,2024-08-21,72374.0
119551,2024-08-22,728668.0
119551,2024-08-23,731906.0
119551,2024-08-26,729956.0
119551,2024-08-27,737839.0
119551,2024-08-28,731214.0
119551,2024-08-29,735577.0
119551,2024-08-30,739816.0
119551,2024-09-02,73818.0
119551,2024-09-03,740688.0
119551,2024-09-04,732938.0
119551,2024-09-05,739317.0
119551,2024-09-06,738493.0
119551,2024-09-09,735476.0
119551,2024-09-10,742694.0
119551,2024-09-11,738476.0
119551,2024-09-12,729736.0
119551,2024-09-13,720158.0
119551,2024-09-16,724391.0
119551,2024-09-17,716627.0
119551,2024-09-18,728179.0
119551,2024-09-19,71.53
119551,2024-09-20,726457.0
119551,2024-09-23,728185.0
119551,2024-09-24,72794.0
119551,2024-09-25,724824.0
119551,2024-09-26,727755.0
119551,2024-09-27,727889.0
119551,2024-09-30,735385.0
119551,2024-10-01,736506.0
119551,2024-10-02,737864.0
119551,2024-10-03,735881.0
119551,2024-10-04,735891.0
119551,2024-10-07,738272.0
119551,2024-10-08,727596.0
119551,2024-10-09,719367.0
119551,2024-10-10,724472.0
119551,2024-10-11,725939.0
119551,2024-10-14,725136.0
119551,2024-10-15,725628.0
119551,2024-10-16,728231.0
119551,2024-10-17,725147.0
119551,2024-10-18,720558.0
119551,2024-10-21,722176.0
119551,2024-10-22,716341.0
119551,2024-10-23,719296.0
119551,2024-10-24,708942.0
119551,2024-10-25,715775.0
119551,2024-10-28,719135.0
119551,2024-10-29,721133.0
119551,2024-10-30,727785.0
119551,2024-10-31,738935.0
119551,2024-11-01,74596.0
119551,2024-11-04,734326.0
119551,2024-11-05,72646.0
119551,2024-11-06,722841.0
119551,2024-11-07,72338.0
119551,2024-11-08,727065.0
119551,2024-11-11,722799.0
119551,2024-11-12,724364.0
119551,2024-11-13,719926.0
119551,2024-11-14,716423.0
119551,2024-11-15,707956.0
119551,2024-11-18,702577.0
119551,2024-11-19,69461.0
119551,2024-11-20,689013.0
119551,2024-11-21,695804.0
119551,2024-11-22,690359.0
119551,2024-11-25,706938.0
119551,2024-11-26,710386.0
119551,2024-11-27,711912.0
119551,2024-11-28,706908.0
119551,2024-11-29,711655.0
119551,2024-12-02,708416.0
119551,2024-12-03,709545.0
119551,2024-12-04,726122.0
119551,2024-12-05,725881.0
119551,2024-12-06,733654.0
119551,2024-12-09,729495.0
119551,2024-12-10,729646.0
119551,2024-12-11,741513.0
119551,2024-12-12,737805.0
119551,2024-12-13,750079.0
119551,2024-12-16,755165.0
119551,2024-12-17,751816.0
119551,2024-12-18,756411.0
119551,2024-12-19,763321.0
119551,2024-12-20,767914.0
119551,2024-12-23,757744.0
119551,2024-12-24,753289.0
119551,2024-12-25,752034.0
119551,2024-12-26,751929.0
119551,2024-12-27,756446.0
119551,2024-12-30,758023.0
119551,2024-12-31,749535.0
119551,2025-01-01,752441.0
119551,2025-01-02,756894.0
119551,2025-01-03,761032.0
119551,2025-01-06,768717.0
119551,2025-01-07,774791.0
119551,2025-01-08,778337.0
119551,2025-01-09,778257.0
119551,2025-01-10,767335.0
119551,2025-01-13,770646.0
119551,2025-01-14,772457.0
119551,2025-01-15,774709.0
119551,2025-01-16,76643.0
119551,2025-01-17,759549.0
119551,2025-01-20,767032.0
119551,2025-01-21,76716.0
119551,2025-01-22,772183.0
119551,2025-01-23,772775.0
119551,2025-01-24,773376.0
119551,2025-01-27,780205.0
119551,2025-01-28,777063.0
119551,2025-01-29,778123.0
119551,2025-01-30,775357.0
119551,2025-01-31,77279.0
119551,2025-02-03,771084.0
119551,2025-02-04,772995.0
119551,2025-02-05,770135.0
119551,2025-02-06,779113.0
119551,2025-02-07,773389.0
119551,2025-02-10,772514.0
119551,2025-02-11,769921.0
119551,2025-02-12,780212.0
119551,2025-02-13,781968.0
119551,2025-02-14,789524.0
119551,2025-02-17,77965.0
119551,2025-02-18,781891.0
119551,2025-02-19,788457.0
119551,2025-02-20,789436.0
119551,2025-02-21,79.73
119551,2025-02-24,794081.0
119551,2025-02-25,804427.0
119551,2025-02-26,821327.0
119551,2025-02-27,819125.0
119551,2025-02-28,816334.0
119551,2025-03-03,827292.0
119551,2025-03-04,83933.0
119551,2025-03-05,835899.0
119551,2025-03-06,833237.0
119551,2025-03-07,831598.0
119551,2025-03-10,82222.0
119551,2025-03-11,816006.0
119551,2025-03-12,809229.0
119551,2025-03-13,804183.0
119551,2025-03-14,804352.0
119551,2025-03-17,806431.0
119551,2025-03-18,817956.0
119551,2025-03-19,811204.0
119551,2025-03-20,818699.0
119551,2025-03-21,817577.0
119551,2025-03-24,817642.0
119551,2025-03-25,822947.0
119551,2025-03-26,815259.0
119551,2025-03-27,818436.0
119551,2025-03-28,820061.0
119551,2025-03-31,824055.0
119551,2025-04-01,826586.0
119551,2025-04-02,845115.0
119551,2025-04-03,840809.0
119551,2025-04-04,837313.0
119551,2025-04-07,833153.0
119551,2025-04-08,82951.0
119551,2025-04-09,825286.0
119551,2025-04-10,834416.0
119551,2025-04-11,845371.0
119551,2025-04-14,84156.0
119551,2025-04-15,835836.0
119551,2025-04-16,839751.0
119551,2025-04-17,836103.0
119551,2025-04-18,841217.0
119551,2025-04-21,843159.0
119551,2025-04-22,832392.0
119551,2025-04-23,844265.0
119551,2025-04-24,858186.0
119551,2025-04-25,854001.0
119551,2025-04-28,851525.0
119551,2025-04-29,854115.0
119551,2025-04-30,85708.0
119551,2025-05-01,862517.0
119551,2025-05-02,878398.0
119551,2025-05-05,877481.0
119551,2025-05-06,871774.0
119551,2025-05-07,861678.0
119551,2025-05-08,856583.0
119551,2025-05-09,856775.0
119551,2025-05-12,870892.0
119551,2025-05-13,867373.0
119551,2025-05-14,869535.0
119551,2025-05-15,869857.0
119551,2025-05-16,879475.0
119551,2025-05-19,899759.0
119551,2025-05-20,896018.0
119551,2025-05-21,89262.0
119551,2025-05-22,901342.0
119551,2025-05-23,907247.0
119551,2025-05-26,922619.0
119551,2025-05-27,927861.0
119551,2025-05-28,925403.0
119551,2025-05-29,930716.0
119551,2025-05-30,940346.0
119551,2025-06-02,947664.0
119551,2025-06-03,952404.0
119551,2025-06-04,961902.0
119551,2025-06-05,972374.0
119551,2025-06-06,984808.0
119551,2025-06-09,990969.0
119551,2025-06-10,99002.0
119551,2025-06-11,991814.0
119551,2025-06-12,100294.0
119551,2025-06-13,996254.0
119551,2025-06-16,1000015.0
119551,2025-06-17,997066.0
119551,2025-06-18,997833.0
119551,2025-06-19,1009668.0
119551,2025-06-20,1011893.0
119551,2025-06-23,101283.0
119551,2025-06-24,1001272.0
119551,2025-06-25,1008404.0
119551,2025-06-26,1014684.0
119551,2025-06-27,1034762.0
119551,2025-06-30,1032489.0
119551,2025-07-01,103502.0
119551,2025-07-02,1037835.0
119551,2025-07-03,1052917.0
119551,2025-07-04,1052575.0
119551,2025-07-07,1055713.0
119551,2025-07-08,1061935.0
119551,2025-07-09,1064233.0
119551,2025-07-10,1060599.0
119551,2025-07-11,1062964.0
119551,2025-07-14,107363.0
119551,2025-07-15,1064503.0
119551,2025-07-16,1066302.0
119551,2025-07-17,1060286.0
119551,2025-07-18,1072072.0
119551,2025-07-21,1058313.0
119551,2025-07-22,1053653.0
119551,2025-07-23,1057709.0
119551,2025-07-24,1072967.0
119551,2025-07-25,1072898.0
