amfi_code,date,nav
119551,2022-04-01,"505,972"
119551,2022-04-04,"512,324"
119551,2022-04-05,"512,263"
119551,2022-04-06,"517,084"
119551,2022-04-07,"519,003"
119551,2022-04-08,"516,325"
119551,2022-04-11,"518,241"
119551,2022-04-12,"525,589"
119551,2022-04-13,"525,694"
119551,2022-04-14,"533,273"
119551,2022-04-15,"521,363"
119551,2022-04-18,"525,427"
119551,2022-04-19,"526,102"
119551,2022-04-20,"524,987"
119551,2022-04-21,"525,683"
119551,2022-04-22,"516,815"
119551,2022-04-25,"516,081"
119551,2022-04-26,"517,976"
119551,2022-04-27,"525,042"
119551,2022-04-28,"522,918"
119551,2022-04-29,"51,947"
119551,2022-05-02,"517,444"
119551,2022-05-03,"521,907"
119551,2022-05-04,"523,692"
119551,2022-05-05,"52,152"
119551,2022-05-06,"524,157"
119551,2022-05-09,"524,876"
119551,2022-05-10,"529,653"
119551,2022-05-11,"526,655"
119551,2022-05-12,"525,406"
119551,2022-05-13,"523,863"
119551,2022-05-16,"517,412"
119551,2022-05-17,"519,032"
119551,2022-05-18,"520,497"
119551,2022-05-19,"520,789"
119551,2022-05-20,"519,981"
119551,2022-05-23,"513,796"
119551,2022-05-24,"512,157"
119551,2022-05-25,"510,875"
119551,2022-05-26,"507,535"
119551,2022-05-27,"507,075"
119551,2022-05-30,"509,148"
119551,2022-05-31,"517,955"
119551,2022-06-01,"519,021"
119551,2022-06-02,"52,047"
119551,2022-06-03,"520,396"
119551,2022-06-06,"511,928"
119551,2022-06-07,"512,073"
119551,2022-06-08,"512,609"
119551,2022-06-09,"524,137"
119551,2022-06-10,"523,519"
119551,2022-06-13,"525,184"
119551,2022-06-14,"525,294"
119551,2022-06-15,"520,176"
119551,2022-06-16,"525,716"
119551,2022-06-17,"529,487"
119551,2022-06-20,"533,469"
119551,2022-06-21,"529,481"
119551,2022-06-22,"536,349"
119551,2022-06-23,"530,032"
119551,2022-06-24,"533,057"
119551,2022-06-27,"543,735"
119551,2022-06-28,"539,284"
119551,2022-06-29,"536,874"
119551,2022-06-30,"537,624"
119551,2022-07-01,"535,518"
119551,2022-07-04,"528,517"
119551,2022-07-05,"529,109"
119551,2022-07-06,"524,446"
119551,2022-07-07,"526,913"
119551,2022-07-08,"522,927"
119551,2022-07-11,"530,398"
119551,2022-07-12,"527,019"
119551,2022-07-13,"525,795"
119551,2022-07-14,"529,854"
119551,2022-07-15,"524,404"
119551,2022-07-18,"525,728"
119551,2022-07-19,"532,098"
119551,2022-07-20,"524,879"
119551,2022-07-21,"526,005"
119551,2022-07-22,"527,484"
119551,2022-07-25,"531,408"
119551,2022-07-26,"525,914"
119551,2022-07-27,"520,093"
119551,2022-07-28,"522,762"
119551,2022-07-29,"524,404"
119551,2022-08-01,"525,835"
119551,2022-08-02,"527,716"
119551,2022-08-03,"524,831"
119551,2022-08-04,"526,179"
119551,2022-08-05,"527,813"
119551,2022-08-08,"524,768"
119551,2022-08-09,"53,375"
119551,2022-08-10,"536,262"
119551,2022-08-11,"530,931"
119551,2022-08-12,"53,429"
119551,2022-08-15,"52,999"
119551,2022-08-16,"533,957"
119551,2022-08-17,"539,719"
119551,2022-08-18,"536,103"
119551,2022-08-19,"540,957"
119551,2022-08-22,"54,321"
119551,2022-08-23,"547,445"
119551,2022-08-24,"556,967"
119551,2022-08-25,"556,049"
119551,2022-08-26,"55,265"
119551,2022-08-29,"548,615"
119551,2022-08-30,"544,963"
119551,2022-08-31,"544,873"
119551,2022-09-01,"546,797"
119551,2022-09-02,"548,416"
119551,2022-09-05,"552,716"
119551,2022-09-06,"553,065"
119551,2022-09-07,"560,489"
119551,2022-09-08,"559,471"
119551,2022-09-09,"573,351"
119551,2022-09-12,"576,821"
119551,2022-09-13,"572,772"
119551,2022-09-14,"567,681"
119551,2022-09-15,"570,396"
119551,2022-09-16,"569,566"
119551,2022-09-19,"57,346"
119551,2022-09-20,"576,156"
119551,2022-09-21,"576,083"
119551,2022-09-22,"572,092"
119551,2022-09-23,"564,791"
119551,2022-09-26,"562,861"
119551,2022-09-27,"567,421"
119551,2022-09-28,"568,787"
119551,2022-09-29,"562,863"
119551,2022-09-30,"564,014"
119551,2022-10-03,"566,226"
119551,2022-10-04,"562,119"
119551,2022-10-05,"563,172"
119551,2022-10-06,"563,752"
119551,2022-10-07,"558,386"
119551,2022-10-10,"56,044"
119551,2022-10-11,"563,509"
119551,2022-10-12,"569,211"
119551,2022-10-13,"574,822"
119551,2022-10-14,"568,173"
119551,2022-10-17,"563,784"
119551,2022-10-18,"566,643"
119551,2022-10-19,"56,951"
119551,2022-10-20,"572,398"
119551,2022-10-21,"592,487"
119551,2022-10-24,"595,784"
119551,2022-10-25,"602,091"
119551,2022-10-26,"607,492"
119551,2022-10-27,"611,307"
119551,2022-10-28,"609,924"
119551,2022-10-31,"614,337"
119551,2022-11-01,"610,479"
119551,2022-11-02,"60,952"
119551,2022-11-03,"60,723"
119551,2022-11-04,"607,982"
119551,2022-11-07,"620,841"
119551,2022-11-08,"611,016"
119551,2022-11-09,"615,042"
119551,2022-11-10,"606,669"
119551,2022-11-11,"604,461"
119551,2022-11-14,"610,609"
119551,2022-11-15,"611,271"
119551,2022-11-16,"605,801"
119551,2022-11-17,"602,302"
119551,2022-11-18,"606,235"
119551,2022-11-21,"602,653"
119551,2022-11-22,"604,117"
119551,2022-11-23,"604,671"
119551,2022-11-24,"601,517"
119551,2022-11-25,"613,315"
119551,2022-11-28,"617,071"
119551,2022-11-29,"606,461"
119551,2022-11-30,"607,772"
119551,2022-12-01,"604,547"
119551,2022-12-02,"609,424"
119551,2022-12-05,"605,491"
119551,2022-12-06,"605,191"
119551,2022-12-07,"608,206"
119551,2022-12-08,"613,184"
119551,2022-12-09,"60,704"
119551,2022-12-12,"605,564"
119551,2022-12-13,"603,344"
119551,2022-12-14,"600,187"
119551,2022-12-15,"60,992"
119551,2022-12-16,"612,418"
119551,2022-12-19,"605,958"
119551,2022-12-20,"611,198"
119551,2022-12-21,"623,067"
119551,2022-12-22,"62,909"
119551,2022-12-23,"621,037"
119551,2022-12-26,"61,871"
119551,2022-12-27,"625,984"
119551,2022-12-28,"622,411"
119551,2022-12-29,"625,174"
119551,2022-12-30,"629,784"
119551,2023-01-02,"624,979"
119551,2023-01-03,"624,974"
119551,2023-01-04,"607,675"
119551,2023-01-05,"602,521"
119551,2023-01-06,"60,149"
119551,2023-01-09,"595,214"
119551,2023-01-10,"604,157"
119551,2023-01-11,"596,893"
119551,2023-01-12,"594,887"
119551,2023-01-13,"595,881"
119551,2023-01-16,"603,815"
119551,2023-01-17,"596,525"
119551,2023-01-18,"602,986"
119551,2023-01-19,"603,352"
119551,2023-01-20,"598,461"
119551,2023-01-23,"601,215"
119551,2023-01-24,"602,582"
119551,2023-01-25,"59,971"
119551,2023-01-26,"600,389"
119551,2023-01-27,"598,661"
119551,2023-01-30,"599,569"
119551,2023-01-31,"603,392"
119551,2023-02-01,"612,207"
119551,2023-02-02,"605,873"
119551,2023-02-03,"617,697"
119551,2023-02-06,"607,467"
119551,2023-02-07,"606,967"
119551,2023-02-08,"610,439"
119551,2023-02-09,"61,227"
119551,2023-02-10,"609,231"
119551,2023-02-13,"608,427"
119551,2023-02-14,60.61
119551,2023-02-15,"603,269"
119551,2023-02-16,"60,812"
119551,2023-02-17,"610,353"
119551,2023-02-20,"606,947"
119551,2023-02-21,"612,097"
119551,2023-02-22,"614,075"
119551,2023-02-23,"618,812"
119551,2023-02-24,"622,579"
119551,2023-02-27,"618,363"
119551,2023-02-28,"615,633"
119551,2023-03-01,"620,024"
119551,2023-03-02,"623,692"
119551,2023-03-03,"623,899"
119551,2023-03-06,"624,867"
119551,2023-03-07,"632,274"
119551,2023-03-08,"629,308"
119551,2023-03-09,"632,678"
119551,2023-03-10,"631,877"
119551,2023-03-13,"63,099"
119551,2023-03-14,"637,463"
119551,2023-03-15,"642,452"
119551,2023-03-16,"647,412"
119551,2023-03-17,"655,247"
119551,2023-03-20,"655,706"
119551,2023-03-21,"660,002"
119551,2023-03-22,"658,538"
119551,2023-03-23,"660,764"
119551,2023-03-24,"660,347"
119551,2023-03-27,"661,253"
119551,2023-03-28,"665,076"
119551,2023-03-29,"660,635"
119551,2023-03-30,"673,286"
119551,2023-03-31,"667,683"
119551,2023-04-03,"660,912"
119551,2023-04-04,"668,042"
119551,2023-04-05,"673,069"
119551,2023-04-06,"677,134"
119551,2023-04-07,"681,248"
119551,2023-04-10,"681,526"
119551,2023-04-11,"676,503"
119551,2023-04-12,"677,305"
119551,2023-04-13,"673,619"
119551,2023-04-14,"679,788"
119551,2023-04-17,"679,257"
119551,2023-04-18,"674,678"
119551,2023-04-19,"673,115"
119551,2023-04-20,"67,592"
119551,2023-04-21,"672,915"
119551,2023-04-24,"668,398"
119551,2023-04-25,"670,181"
119551,2023-04-26,"671,977"
119551,2023-04-27,"669,325"
119551,2023-04-28,"666,894"
119551,2023-05-01,"668,605"
119551,2023-05-02,"660,461"
119551,2023-05-03,"65,265"
119551,2023-05-04,"648,863"
119551,2023-05-05,"647,977"
119551,2023-05-08,"650,091"
119551,2023-05-09,"658,945"
119551,2023-05-10,"664,291"
119551,2023-05-11,"663,697"
119551,2023-05-12,"663,928"
119551,2023-05-15,"658,423"
119551,2023-05-16,"658,655"
119551,2023-05-17,"65,732"
119551,2023-05-18,"659,533"
119551,2023-05-19,"655,077"
119551,2023-05-22,"658,424"
119551,2023-05-23,"667,729"
119551,2023-05-24,"667,433"
119551,2023-05-25,"670,147"
119551,2023-05-26,"674,587"
119551,2023-05-29,"672,551"
119551,2023-05-30,"674,229"
119551,2023-05-31,"674,652"
119551,2023-06-01,"675,582"
119551,2023-06-02,"671,338"
119551,2023-06-05,"671,829"
119551,2023-06-06,"675,135"
119551,2023-06-07,"684,183"
119551,2023-06-08,"690,352"
119551,2023-06-09,"70,395"
119551,2023-06-12,"699,563"
119551,2023-06-13,"705,329"
119551,2023-06-14,"706,835"
119551,2023-06-15,"72,099"
119551,2023-06-16,"716,238"
119551,2023-06-19,"71,132"
119551,2023-06-20,"707,935"
119551,2023-06-21,"695,157"
119551,2023-06-22,"692,298"
119551,2023-06-23,"688,034"
119551,2023-06-26,"689,302"
119551,2023-06-27,"69,174"
119551,2023-06-28,"703,644"
119551,2023-06-29,"709,932"
119551,2023-06-30,"706,694"
119551,2023-07-03,"701,479"
119551,2023-07-04,"704,892"
119551,2023-07-05,"697,092"
119551,2023-07-06,"708,808"
119551,2023-07-07,"716,589"
119551,2023-07-10,"713,998"
119551,2023-07-11,"703,655"
119551,2023-07-12,"712,474"
119551,2023-07-13,"712,122"
119551,2023-07-14,"72,031"
119551,2023-07-17,"710,619"
119551,2023-07-18,"707,237"
119551,2023-07-19,"707,635"
119551,2023-07-20,"708,294"
119551,2023-07-21,"705,852"
119551,2023-07-24,"710,106"
119551,2023-07-25,"703,814"
119551,2023-07-26,"703,294"
119551,2023-07-27,"704,404"
119551,2023-07-28,"707,972"
119551,2023-07-31,"712,797"
119551,2023-08-01,"706,126"
119551,2023-08-02,"696,996"
119551,2023-08-03,"705,258"
119551,2023-08-04,"707,693"
119551,2023-08-07,70.34
119551,2023-08-08,"713,456"
119551,2023-08-09,"714,553"
119551,2023-08-10,"722,396"
119551,2023-08-11,"723,199"
119551,2023-08-14,"736,843"
119551,2023-08-15,"748,724"
119551,2023-08-16,"747,468"
119551,2023-08-17,"754,289"
119551,2023-08-18,"758,986"
119551,2023-08-21,"768,599"
119551,2023-08-22,"762,479"
119551,2023-08-23,"767,502"
119551,2023-08-24,77.51
119551,2023-08-25,"763,564"
119551,2023-08-28,"756,027"
119551,2023-08-29,"742,935"
119551,2023-08-30,"741,555"
119551,2023-08-31,"746,647"
119551,2023-09-01,"756,996"
119551,2023-09-04,"757,882"
119551,2023-09-05,"769,243"
119551,2023-09-06,"760,329"
119551,2023-09-07,"749,379"
119551,2023-09-08,"749,398"
119551,2023-09-11,"752,329"
119551,2023-09-12,75.25
119551,2023-09-13,"739,285"
119551,2023-09-14,"739,086"
119551,2023-09-15,"731,009"
119551,2023-09-18,"735,718"
119551,2023-09-19,"738,482"
119551,2023-09-20,"732,764"
119551,2023-09-21,"729,827"
119551,2023-09-22,"723,414"
119551,2023-09-25,"723,387"
119551,2023-09-26,"729,883"
119551,2023-09-27,"723,939"
119551,2023-09-28,"727,539"
119551,2023-09-29,"724,519"
119551,2023-10-02,"719,841"
119551,2023-10-03,"719,533"
119551,2023-10-04,"713,362"
119551,2023-10-05,"710,253"
119551,2023-10-06,"703,152"
119551,2023-10-09,"715,811"
119551,2023-10-10,"716,403"
119551,2023-10-11,"712,363"
119551,2023-10-12,"714,077"
119551,2023-10-13,"713,738"
119551,2023-10-16,"712,716"
119551,2023-10-17,"716,957"
119551,2023-10-18,"722,135"
119551,2023-10-19,"719,135"
119551,2023-10-20,"715,862"
119551,2023-10-23,"714,496"
119551,2023-10-24,"700,498"
119551,2023-10-25,"691,557"
119551,2023-10-26,"700,305"
119551,2023-10-27,"710,905"
119551,2023-10-30,"709,712"
119551,2023-10-31,"713,698"
119551,2023-11-01,"716,029"
119551,2023-11-02,"736,117"
119551,2023-11-03,"743,805"
119551,2023-11-06,"74,335"
119551,2023-11-07,"737,492"
119551,2023-11-08,"727,492"
119551,2023-11-09,"729,175"
119551,2023-11-10,"724,701"
119551,2023-11-13,"716,037"
119551,2023-11-14,"712,333"
119551,2023-11-15,"705,935"
119551,2023-11-16,"716,887"
119551,2023-11-17,"722,856"
119551,2023-11-20,"723,178"
119551,2023-11-21,"733,057"
119551,2023-11-22,"733,935"
119551,2023-11-23,"728,758"
119551,2023-11-24,"738,994"
119551,2023-11-27,"742,898"
119551,2023-11-28,"736,513"
119551,2023-11-29,"735,657"
119551,2023-11-30,"730,374"
119551,2023-12-01,"721,894"
119551,2023-12-04,"72,819"
119551,2023-12-05,"740,938"
119551,2023-12-06,"732,233"
119551,2023-12-07,"736,258"
119551,2023-12-08,"732,423"
119551,2023-12-11,"729,659"
119551,2023-12-12,"726,232"
119551,2023-12-13,"721,091"
119551,2023-12-14,"721,772"
119551,2023-12-15,"716,871"
119551,2023-12-18,"718,954"
119551,2023-12-19,"719,007"
119551,2023-12-20,"717,863"
119551,2023-12-21,"712,508"
119551,2023-12-22,"709,259"
119551,2023-12-25,"714,368"
119551,2023-12-26,"717,901"
119551,2023-12-27,"712,106"
119551,2023-12-28,"713,097"
119551,2023-12-29,"718,209"
119551,2024-01-01,"708,078"
119551,2024-01-02,"711,846"
119551,2024-01-03,"708,063"
119551,2024-01-04,"712,003"
119551,2024-01-05,"707,591"
119551,2024-01-08,"696,776"
119551,2024-01-09,"687,201"
119551,2024-01-10,"687,847"
119551,2024-01-11,"68,978"
119551,2024-01-12,"684,654"
119551,2024-01-15,"688,876"
119551,2024-01-16,"679,206"
119551,2024-01-17,"67,916"
119551,2024-01-18,"672,292"
119551,2024-01-19,"668,783"
119551,2024-01-22,"669,408"
119551,2024-01-23,"664,691"
119551,2024-01-24,"662,782"
119551,2024-01-25,"669,035"
119551,2024-01-26,"665,983"
119551,2024-01-29,"671,256"
119551,2024-01-30,"664,945"
119551,2024-01-31,"668,403"
119551,2024-02-01,"677,305"
119551,2024-02-02,"663,043"
119551,2024-02-05,"658,739"
119551,2024-02-06,"662,442"
119551,2024-02-07,"661,598"
119551,2024-02-08,"664,109"
119551,2024-02-09,"660,922"
119551,2024-02-12,"661,768"
119551,2024-02-13,"661,201"
119551,2024-02-14,"668,391"
119551,2024-02-15,"670,238"
119551,2024-02-16,"672,583"
119551,2024-02-19,"67,049"
119551,2024-02-20,"667,958"
119551,2024-02-21,"665,758"
119551,2024-02-22,"668,423"
119551,2024-02-23,"666,289"
119551,2024-02-26,"668,339"
119551,2024-02-27,"681,035"
119551,2024-02-28,"686,642"
119551,2024-02-29,"685,024"
119551,2024-03-01,"692,677"
119551,2024-03-04,"690,544"
119551,2024-03-05,"678,593"
119551,2024-03-06,"672,934"
119551,2024-03-07,"662,264"
119551,2024-03-08,"660,554"
119551,2024-03-11,"661,003"
119551,2024-03-12,"671,194"
119551,2024-03-13,"67,348"
119551,2024-03-14,"672,526"
119551,2024-03-15,"677,813"
119551,2024-03-18,"665,067"
119551,2024-03-19,"666,794"
119551,2024-03-20,"671,689"
119551,2024-03-21,"663,329"
119551,2024-03-22,67.04
119551,2024-03-25,"672,751"
119551,2024-03-26,"670,637"
119551,2024-03-27,"674,738"
119551,2024-03-28,"688,742"
119551,2024-03-29,"690,203"
119551,2024-04-01,"692,073"
119551,2024-04-02,"689,631"
119551,2024-04-03,"684,834"
119551,2024-04-04,"690,224"
119551,2024-04-05,"685,386"
119551,2024-04-08,"686,172"
119551,2024-04-09,"68,364"
119551,2024-04-10,"686,889"
119551,2024-04-11,"689,268"
119551,2024-04-12,"695,963"
119551,2024-04-15,"693,197"
119551,2024-04-16,"691,906"
119551,2024-04-17,"686,314"
119551,2024-04-18,"683,982"
119551,2024-04-19,"686,616"
119551,2024-04-22,"691,572"
119551,2024-04-23,"686,324"
119551,2024-04-24,"691,965"
119551,2024-04-25,"700,649"
119551,2024-04-26,"703,571"
119551,2024-04-29,"715,683"
119551,2024-04-30,"711,182"
119551,2024-05-01,"703,781"
119551,2024-05-02,"693,185"
119551,2024-05-03,"702,754"
119551,2024-05-06,"707,186"
119551,2024-05-07,"707,204"
119551,2024-05-08,"709,318"
119551,2024-05-09,"702,674"
119551,2024-05-10,"718,366"
119551,2024-05-13,"719,556"
119551,2024-05-14,"720,622"
119551,2024-05-15,"725,624"
119551,2024-05-16,"729,085"
119551,2024-05-17,"730,902"
119551,2024-05-20,"726,199"
119551,2024-05-21,"729,601"
119551,2024-05-22,"742,195"
119551,2024-05-23,"751,442"
119551,2024-05-24,"762,468"
119551,2024-05-27,"759,429"
119551,2024-05-28,"753,219"
119551,2024-05-29,"752,772"
119551,2024-05-30,"753,531"
119551,2024-05-31,"76,123"
119551,2024-06-03,"750,339"
119551,2024-06-04,"760,922"
119551,2024-06-05,"760,254"
119551,2024-06-06,"757,788"
119551,2024-06-07,"751,442"
119551,2024-06-10,"740,937"
119551,2024-06-11,"74,672"
119551,2024-06-12,"747,589"
119551,2024-06-13,"739,514"
119551,2024-06-14,"731,493"
119551,2024-06-17,"729,706"
119551,2024-06-18,"740,908"
119551,2024-06-19,"739,595"
119551,2024-06-20,"730,232"
119551,2024-06-21,"729,027"
119551,2024-06-24,"727,651"
119551,2024-06-25,"710,916"
119551,2024-06-26,"710,942"
119551,2024-06-27,"709,862"
119551,2024-06-28,"714,602"
119551,2024-07-01,"726,725"
119551,2024-07-02,"73,436"
119551,2024-07-03,"732,998"
119551,2024-07-04,"726,255"
119551,2024-07-05,"743,309"
119551,2024-07-08,"744,081"
119551,2024-07-09,"744,556"
119551,2024-07-10,"744,782"
119551,2024-07-11,"746,469"
119551,2024-07-12,"745,904"
119551,2024-07-15,"742,523"
119551,2024-07-16,"739,332"
119551,2024-07-17,73.95
119551,2024-07-18,"736,344"
119551,2024-07-19,"732,107"
119551,2024-07-22,"733,172"
119551,2024-07-23,"731,903"
119551,2024-07-24,"742,058"
119551,2024-07-25,"725,285"
119551,2024-07-26,"732,678"
119551,2024-07-29,"741,156"
119551,2024-07-30,"728,103"
119551,2024-07-31,"72,628"
119551,2024-08-01,"724,278"
119551,2024-08-02,"715,712"
119551,2024-08-05,"711,186"
119551,2024-08-06,"704,618"
119551,2024-08-07,"715,961"
119551,2024-08-08,"722,266"
119551,2024-08-09,"730,788"
119551,2024-08-12,"735,833"
119551,2024-08-13,"728,919"
119551,2024-08-14,"725,929"
119551,2024-08-15,"729,445"
119551,2024-08-16,"721,998"
119551,2024-08-19,"726,927"
119551,2024-08-20,"725,762"
119551,2024-08-21,"72,374"
119551,2024-08-22,"728,668"
119551,2024-08-23,"731,906"
119551,2024-08-26,"729,956"
119551,2024-08-27,"737,839"
119551,2024-08-28,"731,214"
119551,2024-08-29,"735,577"
119551,2024-08-30,"739,816"
119551,2024-09-02,"73,818"
119551,2024-09-03,"740,688"
119551,2024-09-04,"732,938"
119551,2024-09-05,"739,317"
119551,2024-09-06,"738,493"
119551,2024-09-09,"735,476"
119551,2024-09-10,"742,694"
119551,2024-09-11,"738,476"
119551,2024-09-12,"729,736"
119551,2024-09-13,"720,158"
119551,2024-09-16,"724,391"
119551,2024-09-17,"716,627"
119551,2024-09-18,"728,179"
119551,2024-09-19,71.53
119551,2024-09-20,"726,457"
119551,2024-09-23,"728,185"
119551,2024-09-24,"72,794"
119551,2024-09-25,"724,824"
119551,2024-09-26,"727,755"
119551,2024-09-27,"727,889"
119551,2024-09-30,"735,385"
119551,2024-10-01,"736,506"
119551,2024-10-02,"737,864"
119551,2024-10-03,"735,881"
119551,2024-10-04,"735,891"
119551,2024-10-07,"738,272"
119551,2024-10-08,"727,596"
119551,2024-10-09,"719,367"
119551,2024-10-10,"724,472"
119551,2024-10-11,"725,939"
119551,2024-10-14,"725,136"
119551,2024-10-15,"725,628"
119551,2024-10-16,"728,231"
119551,2024-10-17,"725,147"
119551,2024-10-18,"720,558"
119551,2024-10-21,"722,176"
119551,2024-10-22,"716,341"
119551,2024-10-23,"719,296"
119551,2024-10-24,"708,942"
119551,2024-10-25,"715,775"
119551,2024-10-28,"719,135"
119551,2024-10-29,"721,133"
119551,2024-10-30,"727,785"
119551,2024-10-31,"738,935"
119551,2024-11-01,"74,596"
119551,2024-11-04,"734,326"
119551,2024-11-05,"72,646"
119551,2024-11-06,"722,841"
119551,2024-11-07,"72,338"
119551,2024-11-08,"727,065"
119551,2024-11-11,"722,799"
119551,2024-11-12,"724,364"
119551,2024-11-13,"719,926"
119551,2024-11-14,"716,423"
119551,2024-11-15,"707,956"
119551,2024-11-18,"702,577"
119551,2024-11-19,"69,461"
119551,2024-11-20,"689,013"
119551,2024-11-21,"695,804"
119551,2024-11-22,"690,359"
119551,2024-11-25,"706,938"
119551,2024-11-26,"710,386"
119551,2024-11-27,"711,912"
119551,2024-11-28,"706,908"
119551,2024-11-29,"711,655"
119551,2024-12-02,"708,416"
119551,2024-12-03,"709,545"
119551,2024-12-04,"726,122"
119551,2024-12-05,"725,881"
119551,2024-12-06,"733,654"
119551,2024-12-09,"729,495"
119551,2024-12-10,"729,646"
119551,2024-12-11,"741,513"
119551,2024-12-12,"737,805"
119551,2024-12-13,"750,079"
119551,2024-12-16,"755,165"
119551,2024-12-17,"751,816"
119551,2024-12-18,"756,411"
119551,2024-12-19,"763,321"
119551,2024-12-20,"767,914"
119551,2024-12-23,"757,744"
119551,2024-12-24,"753,289"
119551,2024-12-25,"752,034"
119551,2024-12-26,"751,929"
119551,2024-12-27,"756,446"
119551,2024-12-30,"758,023"
119551,2024-12-31,"749,535"
119551,2025-01-01,"752,441"
119551,2025-01-02,"756,894"
119551,2025-01-03,"761,032"
119551,2025-01-06,"768,717"
119551,2025-01-07,"774,791"
119551,2025-01-08,"778,337"
119551,2025-01-09,"778,257"
119551,2025-01-10,"767,335"
119551,2025-01-13,"770,646"
119551,2025-01-14,"772,457"
119551,2025-01-15,"774,709"
119551,2025-01-16,"76,643"
119551,2025-01-17,"759,549"
119551,2025-01-20,"767,032"
119551,2025-01-21,"76,716"
119551,2025-01-22,"772,183"
119551,2025-01-23,"772,775"
119551,2025-01-24,"773,376"
119551,2025-01-27,"780,205"
119551,2025-01-28,"777,063"
119551,2025-01-29,"778,123"
119551,2025-01-30,"775,357"
119551,2025-01-31,"77,279"
119551,2025-02-03,"771,084"
119551,2025-02-04,"772,995"
119551,2025-02-05,"770,135"
119551,2025-02-06,"779,113"
119551,2025-02-07,"773,389"
119551,2025-02-10,"772,514"
119551,2025-02-11,"769,921"
119551,2025-02-12,"780,212"
119551,2025-02-13,"781,968"
119551,2025-02-14,"789,524"
119551,2025-02-17,"77,965"
119551,2025-02-18,"781,891"
119551,2025-02-19,"788,457"
119551,2025-02-20,"789,436"
119551,2025-02-21,79.73
119551,2025-02-24,"794,081"
119551,2025-02-25,"804,427"
119551,2025-02-26,"821,327"
119551,2025-02-27,"819,125"
119551,2025-02-28,"816,334"
119551,2025-03-03,"827,292"
119551,2025-03-04,"83,933"
119551,2025-03-05,"835,899"
119551,2025-03-06,"833,237"
119551,2025-03-07,"831,598"
119551,2025-03-10,"82,222"
119551,2025-03-11,"816,006"
119551,2025-03-12,"809,229"
119551,2025-03-13,"804,183"
119551,2025-03-14,"804,352"
119551,2025-03-17,"806,431"
119551,2025-03-18,"817,956"
119551,2025-03-19,"811,204"
119551,2025-03-20,"818,699"
119551,2025-03-21,"817,577"
119551,2025-03-24,"817,642"
119551,2025-03-25,"822,947"
119551,2025-03-26,"815,259"
119551,2025-03-27,"818,436"
119551,2025-03-28,"820,061"
119551,2025-03-31,"824,055"
119551,2025-04-01,"826,586"
119551,2025-04-02,"845,115"
119551,2025-04-03,"840,809"
119551,2025-04-04,"837,313"
119551,2025-04-07,"833,153"
119551,2025-04-08,"82,951"
119551,2025-04-09,"825,286"
119551,2025-04-10,"834,416"
119551,2025-04-11,"845,371"
119551,2025-04-14,"84,156"
119551,2025-04-15,"835,836"
119551,2025-04-16,"839,751"
119551,2025-04-17,"836,103"
119551,2025-04-18,"841,217"
119551,2025-04-21,"843,159"
119551,2025-04-22,"832,392"
119551,2025-04-23,"844,265"
119551,2025-04-24,"858,186"
119551,2025-04-25,"854,001"
119551,2025-04-28,"851,525"
119551,2025-04-29,"854,115"
119551,2025-04-30,"85,708"
119551,2025-05-01,"862,517"
119551,2025-05-02,"878,398"
119551,2025-05-05,"877,481"
119551,2025-05-06,"871,774"
119551,2025-05-07,"861,678"
119551,2025-05-08,"856,583"
