investor_id,sip_transaction_count,avg_gap_days,continuity_status
INV000847,6,47.8,at-risk
INV000853,10,49.333333333333336,at-risk
INV000854,9,61.25,at-risk
INV000858,9,44.875,at-risk
INV000862,6,91.2,at-risk
INV000864,6,40.8,at-risk
INV000865,9,45.75,at-risk
INV000869,6,65.4,at-risk
INV000873,7,73.5,at-risk
INV000874,9,62.125,at-risk
INV000877,6,59.4,at-risk
INV000881,10,46.111111111111114,at-risk
INV000887,7,65.66666666666667,at-risk
INV000888,7,80.33333333333333,at-risk
INV000893,7,59.5,at-risk
INV000894,6,55.0,at-risk
INV000901,6,54.0,at-risk
INV000907,6,59.2,at-risk
INV000920,6,75.6,at-risk
INV000926,6,80.0,at-risk
INV000929,7,58.166666666666664,at-risk
INV000930,8,32.42857142857143,regular
INV000935,9,30.875,regular
INV000939,8,60.57142857142857,at-risk
INV000942,7,53.0,at-risk
INV000949,7,67.5,at-risk
INV000950,6,91.0,at-risk
INV000971,7,46.833333333333336,at-risk
INV000974,7,73.5,at-risk
INV000977,10,48.77777777777778,at-risk
INV000979,6,79.8,at-risk
INV000980,8,44.42857142857143,at-risk
INV000981,6,50.4,at-risk
INV000986,7,60.833333333333336,at-risk
INV000994,6,63.8,at-risk
INV001001,8,60.285714285714285,at-risk
INV001002,7,41.666666666666664,at-risk
INV001005,6,93.6,at-risk
INV001008,7,64.66666666666667,at-risk
INV001013,6,96.8,at-risk
INV001017,6,67.0,at-risk
INV001019,9,44.875,at-risk
INV001021,7,68.66666666666667,at-risk
INV001023,8,72.42857142857143,at-risk
INV001025,6,38.8,at-risk
INV001026,6,69.4,at-risk
INV001037,10,42.0,at-risk
INV001039,6,66.2,at-risk
INV001041,7,83.0,at-risk
INV001047,7,66.16666666666667,at-risk
INV001048,8,47.0,at-risk
INV001051,8,54.142857142857146,at-risk
INV001053,8,55.857142857142854,at-risk
INV001055,6,93.2,at-risk
INV001060,9,53.375,at-risk
INV001061,9,51.125,at-risk
INV001063,8,43.285714285714285,at-risk
INV001064,9,59.5,at-risk
INV001069,8,41.285714285714285,at-risk
INV001070,6,97.0,at-risk
INV001092,7,77.33333333333333,at-risk
INV001099,8,26.142857142857142,regular
INV001102,7,55.333333333333336,at-risk
INV001115,6,81.4,at-risk
INV001116,9,58.125,at-risk
INV001117,8,61.714285714285715,at-risk
INV001130,7,76.83333333333333,at-risk
INV001137,7,57.0,at-risk
INV001140,6,60.4,at-risk
INV001141,6,97.6,at-risk
INV001142,7,42.833333333333336,at-risk
INV001156,6,102.4,at-risk
INV001160,8,57.57142857142857,at-risk
INV001161,6,80.6,at-risk
INV001163,7,67.33333333333333,at-risk
INV001167,6,96.2,at-risk
INV001170,6,68.2,at-risk
INV001173,6,67.0,at-risk
INV001178,7,79.66666666666667,at-risk
INV001180,6,74.4,at-risk
INV001181,8,67.42857142857143,at-risk
INV001190,6,97.0,at-risk
INV001195,8,53.42857142857143,at-risk
INV001196,6,92.2,at-risk
INV001202,8,58.0,at-risk
INV001206,6,83.6,at-risk
INV001208,7,51.833333333333336,at-risk
INV001210,9,36.875,at-risk
INV001217,8,60.142857142857146,at-risk
INV001219,8,50.857142857142854,at-risk
INV001220,7,77.16666666666667,at-risk
INV001223,7,70.83333333333333,at-risk
INV001234,8,60.57142857142857,at-risk
INV001235,9,59.0,at-risk
INV001237,6,98.0,at-risk
INV001238,7,68.5,at-risk
INV001242,6,69.8,at-risk
INV001251,6,82.0,at-risk
INV001262,7,44.833333333333336,at-risk
INV001274,7,73.33333333333333,at-risk
INV001275,7,66.66666666666667,at-risk
INV001282,6,67.0,at-risk
INV001287,6,92.2,at-risk
INV001288,7,45.666666666666664,at-risk
INV001291,6,76.2,at-risk
INV001295,9,50.75,at-risk
INV001298,7,71.83333333333333,at-risk
INV001299,9,51.25,at-risk
INV001304,6,97.6,at-risk
INV001308,9,54.625,at-risk
INV001310,6,81.2,at-risk
INV001314,10,50.44444444444444,at-risk
INV001315,7,51.833333333333336,at-risk
INV001316,6,92.4,at-risk
INV001317,6,84.8,at-risk
INV001318,10,46.22222222222222,at-risk
INV001326,8,69.42857142857143,at-risk
INV001329,6,68.2,at-risk
INV001331,6,94.2,at-risk
INV001332,7,80.0,at-risk
INV001333,7,78.66666666666667,at-risk
INV001336,8,65.85714285714286,at-risk
INV001348,7,47.833333333333336,at-risk
INV001351,7,70.5,at-risk
INV001355,6,60.2,at-risk
INV001356,6,79.2,at-risk
INV001359,7,72.5,at-risk
INV001361,7,50.5,at-risk
INV001367,6,99.0,at-risk
INV001375,7,78.5,at-risk
INV001376,7,78.66666666666667,at-risk
INV001383,8,56.142857142857146,at-risk
INV001387,9,57.25,at-risk
INV001394,8,63.57142857142857,at-risk
INV001400,6,76.8,at-risk
INV001401,6,68.6,at-risk
INV001406,10,47.666666666666664,at-risk
INV001407,6,45.2,at-risk
INV001415,8,68.14285714285714,at-risk
INV001418,6,88.6,at-risk
INV001419,6,85.8,at-risk
INV001423,8,48.57142857142857,at-risk
INV001428,6,79.4,at-risk
INV001432,6,71.4,at-risk
INV001434,6,80.6,at-risk
INV001442,9,57.125,at-risk
INV001454,7,73.0,at-risk
INV001455,8,64.71428571428571,at-risk
INV001457,6,43.8,at-risk
INV001458,7,59.833333333333336,at-risk
INV001466,6,44.6,at-risk
INV001472,6,79.0,at-risk
INV001482,6,80.6,at-risk
INV001485,9,55.0,at-risk
INV001491,6,98.8,at-risk
INV001497,9,63.0,at-risk
INV001504,9,54.25,at-risk
INV001507,6,86.2,at-risk
INV001510,7,66.83333333333333,at-risk
INV001514,7,51.833333333333336,at-risk
INV001516,6,56.8,at-risk
INV001526,6,50.4,at-risk
INV001530,7,64.66666666666667,at-risk
INV001532,7,56.833333333333336,at-risk
INV001536,7,69.0,at-risk
INV001545,6,92.8,at-risk
INV001547,7,72.16666666666667,at-risk
INV001548,6,80.6,at-risk
INV001550,7,79.0,at-risk
INV001551,6,61.8,at-risk
INV001562,10,44.22222222222222,at-risk
INV001564,8,55.714285714285715,at-risk
INV001569,6,83.4,at-risk
INV001579,7,75.0,at-risk
INV001580,7,45.666666666666664,at-risk
INV001585,6,56.6,at-risk
INV001587,7,65.0,at-risk
INV001597,7,56.0,at-risk
INV001599,6,58.2,at-risk
INV001602,6,93.8,at-risk
INV001603,7,54.5,at-risk
INV001605,8,60.57142857142857,at-risk
INV001606,7,67.66666666666667,at-risk
INV001616,9,53.0,at-risk
INV001623,6,92.0,at-risk
INV001625,6,72.0,at-risk
INV001628,8,51.714285714285715,at-risk
INV001629,7,67.5,at-risk
INV001631,6,57.0,at-risk
INV001636,9,48.875,at-risk
INV001641,6,88.4,at-risk
INV001644,6,65.6,at-risk
INV001645,6,67.6,at-risk
INV001649,10,51.666666666666664,at-risk
INV001651,7,78.66666666666667,at-risk
INV001653,6,55.2,at-risk
INV001654,7,56.0,at-risk
INV001656,8,59.857142857142854,at-risk
INV001662,6,60.2,at-risk
INV001672,9,34.0,regular
INV001673,11,49.3,at-risk
INV001680,9,58.875,at-risk
INV001683,7,72.5,at-risk
INV001689,6,83.6,at-risk
INV001690,7,81.16666666666667,at-risk
INV001691,6,82.0,at-risk
INV001694,8,66.14285714285714,at-risk
INV001697,9,62.5,at-risk
INV001699,6,83.2,at-risk
INV001709,6,51.8,at-risk
INV001711,7,65.83333333333333,at-risk
INV001712,6,66.6,at-risk
INV001715,8,68.28571428571429,at-risk
INV001718,6,84.0,at-risk
INV001724,7,69.66666666666667,at-risk
INV001728,8,50.57142857142857,at-risk
INV001737,7,56.833333333333336,at-risk
INV001738,9,47.5,at-risk
INV001739,9,52.5,at-risk
INV001741,6,89.4,at-risk
INV001744,7,78.5,at-risk
INV001752,7,69.33333333333333,at-risk
INV001753,11,42.8,at-risk
INV001757,8,55.57142857142857,at-risk
INV001759,10,49.55555555555556,at-risk
INV001769,6,98.0,at-risk
INV001772,6,95.0,at-risk
INV001775,8,29.142857142857142,regular
INV001777,9,57.625,at-risk
INV001778,8,63.57142857142857,at-risk
INV001797,7,79.66666666666667,at-risk
INV001800,7,49.666666666666664,at-risk
INV001802,7,61.666666666666664,at-risk
INV001803,6,59.0,at-risk
INV001804,8,55.857142857142854,at-risk
INV001806,8,60.0,at-risk
INV001809,6,95.6,at-risk
INV001811,9,54.25,at-risk
INV001822,6,19.8,regular
INV001823,8,58.142857142857146,at-risk
INV001826,6,51.2,at-risk
INV001828,8,44.42857142857143,at-risk
INV001831,6,72.8,at-risk
INV001837,7,62.833333333333336,at-risk
INV001841,6,56.2,at-risk
INV001853,8,47.42857142857143,at-risk
INV001858,8,55.142857142857146,at-risk
INV001865,7,63.5,at-risk
INV001866,6,58.8,at-risk
INV001870,7,76.0,at-risk
INV001871,7,55.0,at-risk
INV001883,6,99.2,at-risk
INV001885,6,71.2,at-risk
INV001886,9,50.75,at-risk
INV001890,6,102.6,at-risk
INV001891,6,96.4,at-risk
INV001909,8,62.142857142857146,at-risk
INV001912,6,86.4,at-risk
INV001920,7,39.0,at-risk
INV001921,8,68.57142857142857,at-risk
INV001923,7,80.66666666666667,at-risk
INV001924,7,59.166666666666664,at-risk
INV001927,6,58.8,at-risk
INV001929,6,66.2,at-risk
INV001937,8,60.42857142857143,at-risk
INV001938,9,43.0,at-risk
INV001943,6,74.4,at-risk
INV001950,7,60.166666666666664,at-risk
INV001951,7,58.833333333333336,at-risk
INV001954,6,86.8,at-risk
INV001955,6,76.0,at-risk
INV001961,6,83.4,at-risk
INV001969,6,79.2,at-risk
INV001971,8,54.714285714285715,at-risk
INV001972,8,42.42857142857143,at-risk
INV001978,6,83.2,at-risk
INV001979,6,55.4,at-risk
INV001982,6,85.8,at-risk
INV001986,7,47.666666666666664,at-risk
INV001987,7,67.0,at-risk
INV001990,8,45.285714285714285,at-risk
INV001993,6,56.6,at-risk
INV001995,6,48.6,at-risk
INV001997,6,88.6,at-risk
INV002001,6,84.8,at-risk
INV002006,6,73.6,at-risk
INV002010,6,74.6,at-risk
INV002017,7,44.666666666666664,at-risk
INV002018,6,63.6,at-risk
INV002019,6,68.8,at-risk
INV002025,7,55.833333333333336,at-risk
INV002033,7,55.0,at-risk
INV002034,8,69.0,at-risk
INV002037,6,33.2,regular
INV002038,6,84.0,at-risk
INV002051,6,78.6,at-risk
INV002052,7,44.166666666666664,at-risk
INV002069,10,47.55555555555556,at-risk
INV002070,7,81.33333333333333,at-risk
INV002083,10,51.666666666666664,at-risk
INV002085,6,65.0,at-risk
INV002090,6,90.2,at-risk
INV002092,7,33.5,regular
INV002101,6,80.2,at-risk
INV002102,6,44.8,at-risk
INV002107,8,71.14285714285714,at-risk
INV002111,8,62.42857142857143,at-risk
INV002119,6,78.0,at-risk
INV002121,7,68.5,at-risk
INV002122,7,40.333333333333336,at-risk
INV002127,6,60.2,at-risk
INV002134,7,82.66666666666667,at-risk
INV002138,6,91.8,at-risk
INV002142,9,45.5,at-risk
INV002143,8,63.57142857142857,at-risk
INV002149,8,42.285714285714285,at-risk
INV002150,6,73.6,at-risk
INV002151,9,60.375,at-risk
INV002153,7,67.83333333333333,at-risk
INV002154,6,89.4,at-risk
INV002155,6,78.0,at-risk
INV002157,7,58.5,at-risk
INV002159,6,65.0,at-risk
INV002162,9,58.375,at-risk
INV002166,6,99.2,at-risk
INV002171,7,55.833333333333336,at-risk
INV002177,7,73.0,at-risk
INV002178,8,66.42857142857143,at-risk
INV002179,8,54.142857142857146,at-risk
INV002182,7,70.5,at-risk
INV002185,6,48.4,at-risk
INV002186,7,74.83333333333333,at-risk
INV002187,7,67.83333333333333,at-risk
INV002195,9,49.25,at-risk
INV002196,8,62.142857142857146,at-risk
INV002198,9,43.0,at-risk
INV002199,7,50.833333333333336,at-risk
INV002202,8,70.42857142857143,at-risk
INV002206,7,49.0,at-risk
INV002208,7,71.33333333333333,at-risk
INV002211,7,63.833333333333336,at-risk
INV002216,8,61.714285714285715,at-risk
INV002218,6,67.8,at-risk
INV002219,8,70.85714285714286,at-risk
INV002228,6,68.6,at-risk
INV002229,6,64.6,at-risk
INV002230,8,57.57142857142857,at-risk
INV002232,7,69.16666666666667,at-risk
INV002236,7,73.66666666666667,at-risk
INV002237,7,51.666666666666664,at-risk
INV002240,7,77.83333333333333,at-risk
INV002241,7,65.66666666666667,at-risk
INV002251,6,62.6,at-risk
INV002256,6,75.6,at-risk
INV002259,7,45.333333333333336,at-risk
INV002260,6,77.8,at-risk
INV002265,7,63.166666666666664,at-risk
INV002277,7,67.33333333333333,at-risk
INV002280,7,71.66666666666667,at-risk
INV002282,6,53.2,at-risk
INV002284,6,85.0,at-risk
INV002290,6,61.6,at-risk
INV002294,8,48.714285714285715,at-risk
INV002295,7,64.5,at-risk
INV002298,6,23.2,regular
INV002304,10,42.55555555555556,at-risk
INV002315,7,71.83333333333333,at-risk
INV002319,7,60.0,at-risk
INV002322,6,63.4,at-risk
INV002327,6,76.4,at-risk
INV002329,7,57.0,at-risk
INV002342,6,74.2,at-risk
INV002343,9,57.75,at-risk
INV002347,9,40.5,at-risk
INV002348,6,94.4,at-risk
INV002349,6,52.2,at-risk
INV002351,6,77.2,at-risk
INV002357,7,68.33333333333333,at-risk
INV002360,9,56.125,at-risk
INV002361,6,55.4,at-risk
INV002367,7,52.5,at-risk
INV002368,7,61.166666666666664,at-risk
INV002369,6,60.0,at-risk
INV002370,7,70.16666666666667,at-risk
INV002372,6,95.2,at-risk
INV002373,8,70.14285714285714,at-risk
INV002374,6,21.2,regular
INV002384,10,39.111111111111114,at-risk
INV002388,6,33.2,regular
INV002389,10,50.77777777777778,at-risk
INV002390,6,47.0,at-risk
INV002391,6,40.2,at-risk
INV002395,6,97.0,at-risk
INV002400,9,55.375,at-risk
INV002401,8,59.142857142857146,at-risk
INV002402,7,47.166666666666664,at-risk
INV002407,7,47.833333333333336,at-risk
INV002409,8,55.57142857142857,at-risk
INV002413,8,53.0,at-risk
INV002415,8,57.42857142857143,at-risk
INV002417,7,83.33333333333333,at-risk
INV002418,6,91.6,at-risk
INV002420,6,72.8,at-risk
INV002422,10,50.333333333333336,at-risk
INV002429,6,78.6,at-risk
INV002434,6,88.2,at-risk
INV002437,7,49.166666666666664,at-risk
INV002445,8,38.142857142857146,at-risk
INV002453,7,63.0,at-risk
INV002458,6,72.4,at-risk
INV002459,8,53.714285714285715,at-risk
INV002463,6,95.4,at-risk
INV002464,6,35.4,at-risk
INV002466,7,80.66666666666667,at-risk
INV002467,8,38.857142857142854,at-risk
INV002471,6,56.4,at-risk
INV002475,10,49.666666666666664,at-risk
INV002476,6,86.0,at-risk
INV002485,6,70.4,at-risk
INV002490,8,70.0,at-risk
INV002495,6,82.2,at-risk
INV002496,6,53.0,at-risk
INV002497,8,67.28571428571429,at-risk
INV002508,9,51.625,at-risk
INV002509,10,33.666666666666664,regular
INV002510,7,64.33333333333333,at-risk
INV002521,6,74.6,at-risk
INV002527,7,49.666666666666664,at-risk
INV002530,8,71.42857142857143,at-risk
INV002531,7,76.33333333333333,at-risk
INV002543,7,74.66666666666667,at-risk
INV002547,6,89.0,at-risk
INV002552,10,48.22222222222222,at-risk
INV002554,7,49.666666666666664,at-risk
INV002555,7,72.0,at-risk
INV002557,7,67.16666666666667,at-risk
INV002558,6,97.6,at-risk
INV002560,6,95.2,at-risk
INV002563,6,65.8,at-risk
INV002567,6,82.0,at-risk
INV002568,8,61.57142857142857,at-risk
INV002570,7,62.0,at-risk
INV002572,8,55.714285714285715,at-risk
INV002574,6,79.4,at-risk
INV002575,9,56.125,at-risk
INV002579,6,40.8,at-risk
INV002582,6,77.4,at-risk
INV002585,6,65.0,at-risk
INV002586,6,87.2,at-risk
INV002590,10,50.22222222222222,at-risk
INV002591,6,52.2,at-risk
INV002594,6,94.0,at-risk
INV002598,9,51.375,at-risk
INV002602,8,66.0,at-risk
INV002606,6,89.6,at-risk
INV002613,8,65.0,at-risk
INV002622,7,76.66666666666667,at-risk
INV002627,6,85.0,at-risk
INV002628,6,77.0,at-risk
INV002632,8,65.57142857142857,at-risk
INV002640,7,70.0,at-risk
INV002643,6,74.2,at-risk
INV002645,7,45.166666666666664,at-risk
INV002654,8,61.857142857142854,at-risk
INV002659,7,62.333333333333336,at-risk
INV002666,7,53.166666666666664,at-risk
INV002671,7,77.16666666666667,at-risk
INV002673,8,65.0,at-risk
INV002674,6,75.8,at-risk
INV002675,8,63.857142857142854,at-risk
INV002681,7,83.66666666666667,at-risk
INV002684,6,80.6,at-risk
INV002688,9,37.0,at-risk
INV002689,8,50.0,at-risk
INV002693,7,45.833333333333336,at-risk
INV002697,7,55.333333333333336,at-risk
INV002700,7,79.83333333333333,at-risk
INV002704,8,59.142857142857146,at-risk
INV002705,8,22.571428571428573,regular
INV002706,6,73.6,at-risk
INV002711,8,65.57142857142857,at-risk
INV002712,11,46.8,at-risk
INV002722,6,61.4,at-risk
INV002723,9,37.75,at-risk
INV002724,6,76.6,at-risk
INV002726,8,45.57142857142857,at-risk
INV002732,8,70.71428571428571,at-risk
INV002733,8,51.57142857142857,at-risk
INV002735,7,68.16666666666667,at-risk
INV002736,6,70.6,at-risk
INV002737,8,58.42857142857143,at-risk
INV002743,6,88.2,at-risk
INV002744,10,52.888888888888886,at-risk
INV002746,8,68.0,at-risk
INV002750,6,72.4,at-risk
INV002751,7,41.5,at-risk
INV002758,6,81.0,at-risk
INV002761,6,80.6,at-risk
INV002766,6,70.6,at-risk
INV002767,7,55.333333333333336,at-risk
INV002769,7,82.0,at-risk
INV002772,7,74.5,at-risk
INV002779,6,64.2,at-risk
INV002783,7,64.0,at-risk
INV002786,7,76.33333333333333,at-risk
INV002793,7,59.333333333333336,at-risk
INV002794,7,56.166666666666664,at-risk
INV002799,6,70.8,at-risk
INV002800,7,63.5,at-risk
INV002803,7,64.83333333333333,at-risk
INV002804,8,59.857142857142854,at-risk
INV002808,7,59.666666666666664,at-risk
INV002809,6,81.4,at-risk
INV002810,8,32.285714285714285,regular
INV002813,7,49.0,at-risk
INV002822,7,53.0,at-risk
INV002824,7,71.83333333333333,at-risk
INV002826,6,61.6,at-risk
INV002827,6,73.6,at-risk
INV002828,6,80.0,at-risk
INV002831,6,40.2,at-risk
INV002835,7,82.33333333333333,at-risk
INV002838,8,56.714285714285715,at-risk
INV002841,6,43.4,at-risk
INV002843,8,43.142857142857146,at-risk
INV002847,10,52.666666666666664,at-risk
INV002850,7,53.166666666666664,at-risk
INV002852,6,75.8,at-risk
INV002859,7,76.5,at-risk
INV002863,6,74.4,at-risk
INV002865,6,37.2,at-risk
INV002870,6,48.2,at-risk
INV002872,6,85.6,at-risk
INV002873,6,98.2,at-risk
INV002879,7,72.16666666666667,at-risk
INV002881,6,43.6,at-risk
INV002883,6,96.0,at-risk
INV002886,7,44.333333333333336,at-risk
INV002891,8,72.71428571428571,at-risk
INV002893,9,50.0,at-risk
INV002900,6,64.2,at-risk
INV002903,6,89.6,at-risk
INV002904,7,49.333333333333336,at-risk
INV002905,6,73.0,at-risk
INV002906,6,41.2,at-risk
INV002909,7,82.33333333333333,at-risk
INV002912,6,97.0,at-risk
